"TOA5","Alpine_Meadow","CR3000","13614","CR3000.Std.32.05","CPU:Fool_Alpine_Meadow_Met_20240124.CR3","33024","Table3"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Avg","SWin_Avg","SWin_Max","SWout_Avg","LWin_Avg","LWout_Avg","CNR4TC_Avg","CNR4TK_Avg","SWnet_Avg","LWnet_Avg","Albedo_Avg","TOTALnet_Avg","TOTALnet_Max","LWinCo_Avg","LWoutCo_Avg","Tair_1_Avg","Tair_1_Max","RH_1","Tair_2_Avg","RH_2","WS_1_ms_S_WVT","WindDir_1_D1_WVT","WindDir_1_SD1_WVT","WS_2_ms_S_WVT","WindDir_2_D1_WVT","WindDir_2_SD1_WVT","Tskin_C","Tskin_C_Avg","Tskin_C_Max","SBT_C_Avg","PPT_mm_Tot","Tgrd_1_C_Avg","Tgrd_2_C_Avg","Tgrd_3_C_Avg","BP_mbar","DT_Std","DT","Q","TCDT","DBTCDT","IntTemp","IntRH","Pitch","Roll","SupVolt","ResFreq","Alert"
"TS","RN","Volts","Deg C","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","K","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","%","Deg C","%","meters/second","Deg","Deg","meters/second","Deg","Deg","Deg C","Deg C","Deg C","Deg C","mm","Deg C","Deg C","Deg C","mbar","","","","","","Deg C","%","degrees","degrees","volts","kHz","unitless"
"","","Min","Avg","Avg","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Max","Avg","Avg","Avg","Max","Smp","Avg","Smp","WVc","WVc","WVc","WVc","WVc","WVc","Smp","Avg","Max","Avg","Tot","Avg","Avg","Avg","Smp","Std","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-11-09 21:00:00",6970,13.38,-7.99,-5.862,-5.25,1.652,-0.738,-20.83,-7.336,265.8,-7.513,20.09,-0.285,12.58,16.15,282.3,262.2,-7.02,-6.866,92.6,-6.787,90.1,1.24,347.9,73.38,1.241,355,65.55,-9.51,-9.73,-9.18,-6.851,0,0.744,1.179,2.904,663.0242,0,0,-7.2,335.1,64.93,0,0,0,0,0,0,0
"2024-11-09 22:00:00",6971,13.28,-8.1,-5.944,-4.569,1.476,-0.767,-22.36,-7.387,265.8,-7.42,21.59,-0.254,14.17,18.99,282.1,260.5,-7.031,-6.906,91.3,-6.808,88.3,1.037,333.4,87.6,1.003,2.998,83.1,-10.12,-9.99,-9.2,-6.886,0,0.745,1.179,2.902,663.2677,0,0,-7.4,335.4,64.62,0,0,0,0,0,0,0
"2024-11-09 23:00:00",6972,13.19,-8.33,-5.767,-4.326,1.661,-0.9,-23.46,-7.589,265.6,-7.428,22.56,-0.295,15.13,19.74,281.1,258.5,-7.052,-6.918,91.1,-6.832,88,0.958,185,85,0.943,152,92.7,-10.04,-10.33,-9.49,-6.992,0,0.746,1.179,2.9,663.3605,0,0,-7.8,335,65.05,0,0,0,0,0,0,0
"2024-11-10 00:00:00",6973,13.11,-8.58,-5.765,-4.278,2.203,-0.993,-23.7,-7.693,265.5,-7.969,22.71,-0.392,14.74,19.32,280.6,257.9,-7.047,-6.815,90.4,-6.829,87.4,0.889,184.3,84.1,0.873,169.3,81.1,-10.4,-10.41,-9.65,-7.014,0,0.747,1.179,2.897,663.6947,0,0,-7.3,335.8,64.18,0,0,0,0,0,0,0
"2024-11-10 01:00:00",6974,13.01,-8.63,-7.027,-5.834,2.117,-1.078,-25.95,-7.537,265.6,-9.14,24.87,-0.305,15.72,19.42,281.1,256.3,-6.928,-6.765,89.7,-6.703,86.7,0.77,115.7,100.6,0.73,66.44,98.5,-10.93,-10.52,-9.68,-6.798,0,0.747,1.18,2.895,663.999,0,0,-7.5,335.9,64.09,0,0,0,0,0,0,0
"2024-11-10 02:00:00",6975,12.92,-9.08,-6.918,-4.643,2.154,-1.175,-29.16,-8.43,264.7,-9.07,27.99,-0.33,18.92,25.02,277.3,249.3,-7.528,-7.157,89.7,-7.328,87,0.453,82.2,92.7,0.449,64.37,82.7,-11.47,-11.81,-10.86,-7.519,0,0.747,1.18,2.893,664.366,0,0,-8.1,335.9,64.12,0,0,0,0,0,0,0
"2024-11-10 03:00:00",6976,12.82,-9.58,-6.495,-5.348,2.649,-1.269,-27.15,-8.49,264.7,-9.14,25.88,-0.414,16.74,21.08,276.9,251,-7.515,-7.358,85.6,-7.302,82.9,0.555,115.5,87.8,0.553,107.1,82.8,-11.43,-11.61,-11.04,-7.543,0,0.748,1.18,2.891,664.5791,0,0,-8,335.9,64.08,0,0,0,0,0,0,0
"2024-11-10 04:00:00",6977,12.73,-9.75,-7.132,-5.299,2.614,-1.327,-30.04,-8.68,264.5,-9.75,28.71,-0.373,18.96,23.78,276.1,247.4,-7.631,-7.404,90.4,-7.397,86.9,0.453,84.4,93.8,0.466,49.16,82.5,-12.89,-12.16,-11.37,-7.665,0,0.749,1.181,2.889,664.9149,0,0,-8.3,336.3,63.69,0,0,0,0,0,0,0
"2024-11-10 05:00:00",6978,12.64,-10.38,-7.793,-5.834,2.403,-1.353,-37.69,-9.54,263.6,-10.2,36.34,-0.31,26.14,30.2,272.5,236.1,-8.15,-7.846,90.3,-7.949,87.3,0.195,12.12,52.04,0.203,28.65,39.62,-14.73,-13.91,-12.6,-8.34,0,0.75,1.18,2.886,665.3743,0,0,-9,336.4,63.55,0,0,0,0,0,0,0
"2024-11-10 06:00:00",6979,12.56,-11.58,-6.051,-2.699,3.164,-1.421,-40.74,-10.69,262.5,-9.21,39.32,-0.59,30.1,34.58,267.7,228.3,-8.46,-8.12,81.9,-8.44,82.3,0.063,195.7,36.36,0.075,120.9,24.59,-15.41,-15.46,-14.44,-9.23,0,0.751,1.18,2.884,665.5301,0,0,-9.3,336.8,63.23,0,0,0,0,0,0,0
"2024-11-10 07:00:00",6980,12.51,-12.13,-1.947,6.638,7.023,-1.6,-39.65,-9.94,263.2,-8.97,38.05,"INF",29.08,35.82,270.5,232.5,-7.462,-6.946,80.8,-7.391,77.04,0.379,153.2,46.95,0.365,144.6,37.86,-14.16,-14.53,-13.45,-8.53,0,0.751,1.18,2.882,666.0773,0,0,-8.1,338.2,61.78,0,0,0,0,0,0,0
"2024-11-10 08:00:00",6981,12.53,-11.65,87.6,291.7,32.48,-2.055,-43.08,-8.16,265,55.09,41.02,1.296,96.1,270.4,277.5,236.5,-6.069,-4.442,63.26,-6.036,63.18,0.515,168.2,28.66,0.494,160.9,30.35,-11.56,-13.3,-11.5,-6.93,0,0.752,1.181,2.88,666.7433,0,0,-3.5,338.5,61.48,0,0,0,0,0,0,0
"2024-11-10 09:00:00",6982,14.51,-8.83,369.5,482,223,-4.211,-46.1,-2.503,270.6,146.5,41.89,0.59,188.4,247.6,300.1,258.2,-2.803,-1.41,61.68,-2.158,54.17,0.754,176.2,29.35,0.713,168.8,29.23,-4.076,-7.524,-4.076,-0.857,0,0.753,1.182,2.878,667.2461,0,0,4.4,338,61.96,0,0,0,0,0,0,0
"2024-11-10 10:00:00",6983,14.06,-3.671,676.8,858,371.1,-16.39,-50.45,3.449,276.6,305.7,34.06,0.557,339.8,471.7,315.5,281.5,-0.621,0.461,56.05,0.236,53.97,0.672,195.2,35.06,0.619,191.1,37.16,-0.133,-1.691,0.228,5.332,0,0.753,1.182,2.875,667.4413,0,0,8.5,339,61.02,0,0,0,0,0,0,0
"2024-11-10 11:00:00",6984,13.84,0.531,852,883,442.4,-33.3,-54.33,7.297,280.4,409.7,21.03,0.52,430.7,483.7,317.5,296.4,0.975,1.724,59.22,1.932,53.79,0.584,204.8,53.03,0.53,202.6,57.09,3.064,1.504,3.064,8.36,0,0.753,1.182,2.873,667.5215,0,0,14.1,339.5,60.51,0,0,0,0,0,0,0
"2024-11-10 12:00:00",6985,13.69,4.027,771.8,811,464.6,-48.66,-65,10.84,284,307.2,16.34,0.602,323.5,365.9,320.2,303.8,2.066,2.731,65.23,3.209,60.29,0.453,300.4,57.88,0.426,312.5,57.79,4.162,4.023,4.502,11.35,1.27,0.753,1.182,2.87,667.2106,0,0,17.4,339.6,60.39,0,0,0,0,0,0,0
"2024-11-10 13:00:00",6986,13.55,6.366,699.1,735.9,447.3,-51.48,-67.08,11.77,284.9,251.8,15.6,0.64,267.4,291.6,322.2,306.6,2.054,2.532,56.96,3.117,52.19,0.406,295,85.1,0.417,306.6,86.2,3.553,3.926,4.475,10.79,3.81,0.753,1.182,2.868,666.9643,0,0,16.7,339.6,60.37,0,0,0,0,0,0,0
"2024-11-10 14:00:00",6987,13.42,7.248,608.8,662.9,382.2,-47.22,-64.19,10.62,283.8,226.7,16.98,0.627,243.6,261.4,320.4,303.5,2.185,2.488,61.64,3.16,55.86,0.438,247.8,87.4,0.421,245.1,86.8,1.855,2.883,3.589,9.59,3.556,0.754,1.182,2.865,667.0248,0,0,15.7,340.1,59.9,0,0,0,0,0,0,0
"2024-11-10 15:00:00",6988,13.36,6.711,463.8,547.6,274.1,-43.2,-62.77,8.32,281.5,189.7,19.57,0.589,209.3,234.2,312.7,293.2,1.501,2.023,63.63,2.047,62.86,0.392,284.2,84.9,0.377,298.2,86.9,-0.246,1.01,2.109,8.13,2.54,0.754,1.182,2.863,667.2386,0,0,14,339.6,60.39,0,0,0,0,0,0,0
"2024-11-10 16:00:00",6989,13.37,5.758,259.2,371.8,108.8,-34.15,-57.27,4.325,277.5,150.4,23.13,0.392,173.5,201,302,278.9,0.768,1.127,56.36,1.017,57.53,0.545,201.9,74.32,0.512,191.1,72.9,-5.332,-2.385,-0.113,5.052,1.016,0.755,1.182,2.861,667.4559,0,0,5.9,338.6,61.38,0,0,0,0,0,0,0
"2024-11-10 17:00:00",6990,13.57,0.982,16.61,107.4,12.6,-27.61,-44.65,-2.061,271.1,4.007,17.03,0.336,21.04,103.5,278.7,261.6,-1.587,-0.103,59.38,-1.735,62.84,0.605,158.6,48.4,0.588,151.8,48.46,-9.66,-7.401,-4.953,-0.918,0,0.755,1.182,2.859,667.4422,0,0,-3.3,338.8,61.21,0,0,0,0,0,0,0
"2024-11-10 18:00:00",6991,13.41,-3.703,-3.079,-1.628,1.368,-28.67,-40.47,-5.191,268,-4.447,11.8,-0.49,7.349,14.99,263.7,251.9,-3.473,-2.994,47.65,-3.686,52.47,0.642,144.3,45.24,0.673,140.1,43.01,-10.16,-9.96,-8.96,-3.858,0,0.756,1.182,2.857,667.3917,0,0,-4.9,338.7,61.27,0,0,0,0,0,0,0
"2024-11-10 19:00:00",6992,13.3,-6.158,-3.001,-1.069,2.631,-33.24,-43.52,-6.464,266.7,-5.631,10.28,-0.943,4.649,10.87,253.6,243.3,-4.234,-3.89,50.91,-4.63,53.98,0.407,81.1,52.16,0.461,89.6,46.91,-11.38,-11.61,-10.37,-4.987,0,0.757,1.182,2.856,667.6727,0,0,-5.1,337.7,62.33,0,0,0,0,0,0,0
"2024-11-10 20:00:00",6993,13.19,-7.781,-4.681,1.313,2.338,-32.22,-47.56,-7.337,265.8,-7.019,15.34,-0.626,8.32,13.7,250.9,235.5,-4.679,-4.062,47.35,-5.128,53.92,0.31,17.28,55.16,0.281,29.63,58.79,-12.68,-12.89,-11.57,-5.588,0,0.758,1.182,2.854,667.7984,0,0,-5.8,337.2,62.84,0,0,0,0,0,0,0
"2024-11-10 21:00:00",6994,13.09,-8.78,-1.393,1.045,1.645,-36.56,-49.45,-6.958,266.2,-3.038,12.89,-1.263,9.85,17.2,248.1,235.2,-4.226,-3.999,40.14,-4.63,43.36,0.664,153.4,25.32,0.664,146.3,24.35,-13.54,-12.95,-11.98,-5.624,0,0.758,1.183,2.852,667.9518,0,0,-5.8,339.5,60.49,0,0,0,0,0,0,0
"2024-11-10 22:00:00",6995,13,-9.3,-1.776,-0.705,2.053,-42.2,-50.24,-7.379,265.8,-3.829,8.04,-1.373,4.215,8.81,240.7,232.7,-4.533,-4.023,36.28,-4.927,39.35,0.807,140,20.28,0.796,136.7,19.91,-13.1,-13.74,-13.05,-6.267,0,0.759,1.183,2.85,667.954,0,0,-5.9,338.4,61.65,0,0,0,0,0,0,0
"2024-11-10 23:00:00",6996,12.9,-9.39,-2.272,0.365,2.209,-46.86,-43.61,-6.836,266.3,-4.481,-3.249,-0.893,-7.73,0.973,238.3,241.6,-4.506,-4.16,38.82,-4.636,37.9,0.92,130.8,36.89,0.953,127.5,31.84,-11.33,-12.25,-10.76,-5.756,0,0.76,1.183,2.848,667.679,0,0,-5.6,339.1,60.85,0,0,0,0,0,0,0
"2024-11-11 00:00:00",6997,12.81,-8.45,-3.196,-1.604,1.898,-51.72,-37.87,-6.021,267.1,-5.093,-13.84,-0.666,-18.94,-12.67,237,250.8,-4.251,-3.919,40.2,-4.251,40.67,1.058,130.1,41.63,1.058,125.9,37.34,-11.01,-10.65,-9.88,-5.001,0,0.76,1.183,2.845,667.5533,0,0,-5.3,338.5,61.52,0,0,0,0,0,0,0
"2024-11-11 01:00:00",6998,12.72,-7.817,-3.059,-1.871,2.028,-53.21,-37.98,-5.905,267.2,-5.086,-15.23,-0.7,-20.32,-17.35,236,251.2,-4.085,-3.822,37.4,-4.049,36.93,0.827,134.5,42.2,0.864,129.4,48.7,-10.17,-10.49,-9.66,-4.798,0,0.76,1.183,2.843,667.3696,0,0,-4.9,338.6,61.36,0,0,0,0,0,0,0
"2024-11-11 02:00:00",6999,12.63,-7.492,-3.291,-1.896,1.458,-54.85,-35.02,-5.575,267.6,-4.749,-19.83,-0.469,-24.58,-20.33,235.8,255.6,-4.13,-3.828,37.85,-4.081,37.25,1.183,149.6,41.47,1.161,143,40.36,-9.45,-9.84,-8.93,-4.646,0,0.761,1.183,2.841,667.065,0,0,-4.9,339.3,60.68,0,0,0,0,0,0,0
"2024-11-11 03:00:00",7000,12.55,-7.226,-3.551,-2.382,1.352,-59.01,-35.7,-5.57,267.6,-4.904,-23.32,-0.397,-28.22,-24.7,231.7,255,-4.102,-3.806,36.24,-4.06,35.53,1.066,145.3,40.67,1.054,141,37.68,-10.42,-9.95,-9.07,-4.666,0,0.76,1.182,2.839,666.8821,0,0,-5.2,339,60.96,0,0,0,0,0,0,0
"2024-11-11 04:00:00",7001,12.47,-7.831,-2.376,-0.583,2.104,-58.97,-42.36,-6.516,266.6,-4.48,-16.61,-1.123,-21.09,-16.28,227.6,244.2,-4.211,-3.88,32.07,-4.276,31.74,0.525,131,41.12,0.561,122,43.16,-11.95,-11.58,-10.21,-5.173,0,0.761,1.183,2.837,666.7949,0,0,-5.3,339.2,60.83,0,0,0,0,0,0,0
"2024-11-11 05:00:00",7002,12.41,-8.59,-2.122,0.17,1.905,-62.53,-42.53,-5.948,267.2,-4.027,-20,-2.119,-24.02,-12.77,226.5,246.5,-3.76,-3.375,33.2,-3.784,32.55,0.978,150.9,35.33,0.993,142,31.65,-10.34,-11.13,-9.91,-4.821,0,0.761,1.182,2.835,666.6122,0,0,-4.9,338.5,61.48,0,0,0,0,0,0,0
"2024-11-11 06:00:00",7003,12.37,-8.3,-2.148,-0.219,1.756,-66.09,-43.61,-5.653,267.5,-3.904,-22.47,-1.213,-26.38,-20.76,224.2,246.7,-3.453,-3.246,31.89,-3.516,31.64,0.76,150.2,35.95,0.749,142,33.37,-11.33,-10.93,-10.06,-4.439,0,0.762,1.183,2.833,666.7026,0,0,-4.5,339.1,60.88,0,0,0,0,0,0,0
"2024-11-11 07:00:00",7004,12.36,-8.21,0.988,9.67,4.419,-70.67,-44.47,-5.275,267.9,-3.431,-26.2,"NAN",-29.63,-22.12,221.3,247.5,-3.11,-2.73,35.37,-3.173,34.2,0.828,150.5,36.21,0.828,141.8,35.71,-10.5,-10.7,-9.83,-4.138,0,0.762,1.183,2.831,666.8842,0,0,-4.1,340,60.05,0,0,0,0,0,0,0
"2024-11-11 08:00:00",7005,12.39,-7.658,74.55,238.5,28.64,-77.01,-42.12,-4.413,268.7,45.91,-34.89,0.788,11.02,137.5,218.7,253.6,-2.751,-0.965,26.8,-2.746,26.04,0.835,146.6,49.54,0.836,139.7,46.7,-8.7,-9.48,-8.46,-3.403,0,0.761,1.183,2.829,667.1546,0,0,-0.3,340.1,59.86,0,0,0,0,0,0,0
"2024-11-11 09:00:00",7006,14.42,-4.975,332.5,418.8,209.2,-97.7,-55.2,0.731,273.9,123.3,-42.54,0.611,80.8,129.4,221.4,264,1.06,2.74,21.89,1.579,20.17,0.359,351.9,93.6,0.387,23.74,85,-1.462,-5.216,-1.462,2.496,0,0.762,1.183,2.827,667.4767,0,0,10.9,341.9,58.15,0,0,0,0,0,0,0
"2024-11-11 10:00:00",7007,13.99,0.225,494.3,559.5,356.1,-123.2,-61.77,6.853,280,138.1,-61.42,0.721,76.7,96.3,225.4,286.8,3.281,3.691,22.03,4.185,19.87,0.388,329.1,86.9,0.407,356.5,83.1,1.964,0.341,1.973,8.37,0.762,0.761,1.183,2.825,667.5231,0,0,13.8,341.4,58.62,0,0,0,0,0,0,0
"2024-11-11 11:00:00",7008,13.77,4.282,606.4,642,427.9,-138.1,-64.75,10.03,283.2,178.5,-73.34,0.706,105.1,116,226.5,299.9,3.849,4.146,24.66,4.968,22.1,0.515,308.9,62.02,0.455,317.1,62.23,3.846,2.886,3.864,10.49,0.762,0.761,1.183,2.822,667.1201,0,0,16.7,342.2,57.81,0,0,0,0,0,0,0
"2024-11-11 12:00:00",7009,13.62,6.624,658.7,666.4,456.8,-150.4,-64.62,11.33,284.5,201.9,-85.8,0.694,116.1,124.7,220.9,306.7,4.014,4.52,27.55,5.082,25,0.684,309.1,67.46,0.648,328.2,62.56,3.951,4.029,4.649,11.41,1.016,0.761,1.183,2.819,666.5698,0,0,17,341.7,58.3,0,0,0,0,0,0,0
"2024-11-11 13:00:00",7010,13.49,8.01,645.1,663.9,441.6,-160.8,-64.35,11.55,284.7,203.5,-96.4,0.684,107.1,111.2,211.7,308.2,4.104,4.699,32.31,5.086,29.37,0.723,304.6,66.5,0.696,314,69.7,4.134,4.285,4.912,11.69,0,0.761,1.182,2.818,665.9606,0,0,18.5,341.9,58.15,0,0,0,0,0,0,0
"2024-11-11 14:00:00",7011,13.36,8.65,567.1,614.9,377.1,-158.3,-64.97,10.99,284.1,190,-93.4,0.664,96.7,104.4,211.3,304.6,4.527,4.88,25.13,5.476,23.29,0.58,264.6,76.88,0.521,265.6,81.9,2.475,3.289,4.48,11.2,0,0.761,1.182,2.815,665.6265,0,0,16.3,341.6,58.37,0,0,0,0,0,0,0
"2024-11-11 15:00:00",7012,13.3,7.877,431.3,509.1,270.9,-147.3,-62.75,8.48,281.6,160.4,-84.5,0.626,75.87,90.4,209.4,293.9,3.545,4.133,31.2,4.229,29.25,0.652,302.6,64.15,0.62,313.9,66.54,0.44,1.63,2.575,9.78,0,0.761,1.182,2.814,665.2943,0,0,14.9,341.4,58.64,0,0,0,0,0,0,0
"2024-11-11 16:00:00",7013,13.33,6.597,225.5,346.6,106,-132,-66.41,4.813,278,119.4,-65.62,0.449,53.8,99.7,206.5,272.1,2.153,2.933,32.76,2.588,31.55,0.556,335,39.5,0.533,336.9,34.96,-4.992,-1.827,0.516,7.975,0,0.761,1.182,2.812,664.8435,0,0,9,340.7,59.34,0,0,0,0,0,0,0
"2024-11-11 17:00:00",7014,13.49,1.24,18.17,93,13.43,-105.2,-56.26,-1.887,271.3,4.745,-48.98,1.089,-44.24,9.8,201.8,250.8,-0.026,0.922,37.7,-0.133,38.9,0.408,134.6,46.44,0.334,134.3,45.31,-10.13,-8.14,-5.019,1.179,0,0.761,1.181,2.809,664.2221,0,0,-1.1,341.1,58.88,0,0,0,0,0,0,0
"2024-11-11 18:00:00",7015,13.38,-3.888,-0.084,2.21,2.835,-95.5,-50.42,-4.047,269.1,-2.918,-45.09,0.649,-48.01,-44.9,201.8,246.9,-0.894,-0.527,35.89,-1.216,37.57,0.739,105.6,32.81,0.575,109.1,29.35,-10,-10.16,-9.63,-2.048,0,0.762,1.181,2.808,663.8675,0,0,-1.8,340.8,59.2,0,0,0,0,0,0,0
"2024-11-11 19:00:00",7016,13.27,-5.61,-1.186,0.073,2.136,-98.8,-49.28,-3.47,269.7,-3.322,-49.5,"INF",-52.82,-46.4,201.1,250.6,-0.675,-0.353,38.85,-0.815,39.02,0.982,134.8,24.09,0.861,132.6,24.52,-9.01,-9.58,-8.34,-1.901,0,0.763,1.18,2.807,663.4138,0,0,-1.9,340.2,59.76,0,0,0,0,0,0,0
"2024-11-11 20:00:00",7017,13.16,-5.81,-2.551,-0.875,1.457,-96.3,-43.58,-3.606,269.5,-4.008,-52.69,-0.679,-56.7,-51.67,203,255.7,-1.644,-0.924,46.28,-1.76,48.9,1.251,164.1,32.75,1.067,158.8,33.61,-9.36,-9.08,-8.45,-2.347,0,0.763,1.18,2.805,663.2316,0,0,-3.2,340.2,59.83,0,0,0,0,0,0,0
"2024-11-11 21:00:00",7018,13.07,-6.066,-2.952,-0.122,1.796,-102.3,-40.02,-3.253,269.9,-4.748,-62.3,-1.061,-67.04,-59.02,198.6,260.9,-1.889,-1.233,38.6,-2.062,39.68,2.54,179.4,25.46,2.202,179.7,24.78,-8.02,-8.46,-6.758,-2.728,0,0.763,1.18,2.803,662.8669,0,0,-2.1,341.4,58.61,0,0,0,0,0,0,0
"2024-11-11 22:00:00",7019,12.97,-6.001,-3.678,-0.486,0.864,-100,-42.24,-4.057,269.1,-4.542,-57.79,-0.856,-62.33,-55.57,197.3,255.1,-2.653,-1.566,46.25,-2.9,47.6,1.811,179.9,27.34,1.567,172.8,29.97,-9.89,-9.58,-7.767,-3.382,0,0.763,1.18,2.801,662.2306,0,0,-3.5,340.7,59.3,0,0,0,0,0,0,0
"2024-11-11 23:00:00",7020,12.88,-7.175,-3.125,-1.021,1.375,-99.5,-42.41,-5.456,267.7,-4.5,-57.1,-0.635,-61.6,-56.18,191.7,248.8,-3.777,-2.798,47.28,-4.115,47.35,1.705,167.5,20.8,1.553,154.4,20.19,-10.24,-11.1,-9.99,-4.805,0,0.763,1.18,2.799,661.5358,0,0,-4.5,340.6,59.37,0,0,0,0,0,0,0
"2024-11-12 00:00:00",7021,12.79,-7.862,-3.157,-1.701,1.756,-105,-40.47,-5.271,267.9,-4.914,-64.58,-0.634,-69.49,-62.02,186.9,251.5,-3.741,-3.296,41.3,-3.964,41.77,2.158,173.4,22.67,1.931,166.6,23.95,-9.33,-10.7,-8.94,-4.727,0,0.764,1.18,2.797,660.7158,0,0,-4.1,340.5,59.54,0,0,0,0,0,0,0
"2024-11-12 01:00:00",7022,12.71,-7.711,-3.282,2.042,1.403,-106.5,-44.43,-5.216,267.9,-4.686,-62.08,0.789,-66.77,-50.98,185.7,247.8,-3.493,-2.552,28.46,-3.71,28.3,1.403,183.9,43.26,1.235,174.8,42.74,-11.52,-11.04,-9.07,-4.474,0,0.764,1.18,2.795,660.1685,0,0,-4.6,340.9,59.11,0,0,0,0,0,0,0
"2024-11-12 02:00:00",7023,12.62,-8.01,-2.26,0.583,2.589,-107.2,-43.4,-4.644,268.5,-4.849,-63.84,-0.642,-68.69,-61.24,187.5,251.3,-2.414,-1.993,31.29,-2.463,30.47,1.263,214.5,64.4,1.143,205.6,69.61,-9.65,-9.89,-8.65,-3.377,0,0.763,1.179,2.794,659.6206,0,0,-3.6,340.9,59.08,0,0,0,0,0,0,0
"2024-11-12 03:00:00",7024,12.55,-7.349,-3.606,-1.75,1.192,-106.7,-41.23,-4.782,268.4,-4.798,-65.48,-0.406,-70.28,-62.99,187.4,252.9,-3.203,-2.835,35.38,-3.251,34.1,1.482,182.8,33.4,1.341,174.6,34.33,-10.51,-10.02,-9,-3.792,0,0.763,1.179,2.792,658.9503,0,0,-4.5,340.4,59.59,0,0,0,0,0,0,0
"2024-11-12 04:00:00",7025,12.48,-7.703,-3.748,-1.944,1.416,-107.8,-40.79,-5.952,267.2,-5.164,-66.97,-0.443,-72.13,-64.61,181.3,248.2,-4.339,-3.697,35.56,-4.428,35.8,1.544,173.4,33.87,1.404,168.4,35.91,-11.25,-11.19,-10.16,-4.961,0,0.763,1.178,2.789,658.2844,0,0,-5.5,341.4,58.56,0,0,0,0,0,0,0
"2024-11-12 05:00:00",7026,12.43,-8.29,-2.477,0.535,2.255,-101.4,-41.46,-6.009,267.1,-4.732,-59.93,-1.415,-64.67,-48.33,187.4,247.3,-4.154,-3.298,26.61,-4.279,26.3,1.31,175.2,33.81,1.228,166.9,37.81,-9.18,-11.33,-9.09,-5.097,0,0.763,1.178,2.788,658.1035,0,0,-4.3,341,59.03,0,0,0,0,0,0,0
"2024-11-12 06:00:00",7027,12.39,-7.751,-2.966,-0.243,0.894,-83.8,-38.11,-5.519,267.6,-3.86,-45.74,-0.55,-49.6,-32.92,207.1,252.8,-3.967,-3.235,36.08,-3.925,35.62,0.794,150.5,37.13,0.763,147.3,37.77,-13.25,-10.31,-8.31,-4.445,0,0.763,1.178,2.786,657.6151,0,0,-5.9,340.6,59.44,0,0,0,0,0,0,0
"2024-11-12 07:00:00",7028,12.37,-8.65,0.062,7.341,4.536,-104.2,-40.45,-6.613,266.5,-4.474,-63.76,"INF",-68.23,-54.57,182,245.7,-4.726,-4.029,31.1,-4.85,30.58,1.599,176.9,38.54,1.448,170.5,39.3,-10.17,-11.72,-10.06,-5.5,0,0.763,1.177,2.784,657.1624,0,0,-4.9,341.3,58.73,0,0,0,0,0,0,0
"2024-11-12 08:00:00",7029,12.39,-8.11,66.39,238.2,26.82,-112.9,-37.66,-4.684,268.5,39.58,-75.21,0.852,-35.63,96.6,181.7,256.9,-3.786,-3.221,35.58,-3.801,35.65,2.561,194.7,33.83,2.247,185.9,32.46,-8.77,-9.62,-8.55,-4.184,0,0.762,1.178,2.782,656.7333,0,0,-2.4,341.8,58.25,0,0,0,0,0,0,0
"2024-11-12 09:00:00",7030,13.76,-5.537,334.7,424.4,206.3,-123.6,-39.09,-1.235,271.9,128.4,-84.5,0.597,43.86,91.3,186.4,270.9,-1.977,-1.085,29.17,-1.672,27.95,3.011,190.3,27.1,2.674,186.1,27.54,-4.329,-6.251,-4.23,-0.902,0,0.762,1.178,2.78,656.5721,0,0,3.4,342.3,57.69,0,0,0,0,0,0,0
"2024-11-12 10:00:00",7031,14.04,-1.577,505.6,574.7,361.4,-134.1,-36.68,1.662,274.8,144.2,-97.5,0.715,46.76,67.47,189.3,286.7,-0.881,-0.382,29.68,-0.404,28.08,3.904,190.3,29.07,3.562,188.6,30.96,-2.189,-3.169,-2.189,1.443,0,0.761,1.177,2.778,655.9255,0,0,4.4,341.4,58.6,0,0,0,0,0,0,0
"2024-11-12 11:00:00",7032,13.81,1.192,621.1,656.2,435.9,-143,-40.53,4.082,277.2,185.3,-102.5,0.702,82.8,96.1,191.9,294.4,0.319,0.812,29.96,0.961,28.07,2.754,193.6,34.45,2.448,190.2,40.76,-0.537,-1.285,-0.445,3.468,0,0.761,1.177,2.776,655.7683,0,0,7.5,342.2,57.83,0,0,0,0,0,0,0
"2024-11-12 12:00:00",7033,13.66,3.26,670.6,685,463.1,-147.4,-45.43,6.06,279.2,207.5,-102,0.691,105.5,114.6,197.2,299.2,1.201,1.947,25.99,1.979,23.73,2.042,192.8,46.91,1.879,187.9,47,0.807,0.16,1.243,5.305,0,0.761,1.176,2.774,655.3087,0,0,12.2,343.2,56.77,0,0,0,0,0,0,0
"2024-11-12 13:00:00",7034,13.58,4.198,480.7,898,333.4,-120.3,-36.78,2.459,275.6,147.3,-83.5,0.706,63.82,225.5,207.1,290.6,-2.494,1.887,62.85,-1.886,60.62,2.243,340.6,30.98,2.219,347.5,30.07,-4.068,-2.334,0.867,2.487,0,0.76,1.175,2.771,654.7026,0,0,0.2,341.9,58.15,0,0,0,0,0,0,0
